date,theta0,theta1,theta2,theta3,lambda1,lambda2,raw_data_json
2024-09-19,0.598034,2.994437,-0.030988,6.211299,0.872663,13.11673,"{""date"": ""2024-09-19"", ""period"": ""19 Sep 2024"", ""beta0"": 0.598034, ""beta1"": 2.994437, ""beta2"": -0.030988, ""beta3"": 6.211299, ""tau1"": 0.872663, ""tau2"": 13.11673}"
2024-09-20,0.592296,2.997956,-0.745872,6.298592,1.121179,12.856574,"{""date"": ""2024-09-20"", ""period"": ""20 Sep 2024"", ""beta0"": 0.592296, ""beta1"": 2.997956, ""beta2"": -0.745872, ""beta3"": 6.298592, ""tau1"": 1.121179, ""tau2"": 12.856574}"
2024-09-23,0.605426,2.983687,-0.860458,6.291281,1.094178,13.151453,"{""date"": ""2024-09-23"", ""period"": ""23 Sep 2024"", ""beta0"": 0.605426, ""beta1"": 2.983687, ""beta2"": -0.860458, ""beta3"": 6.291281, ""tau1"": 1.094178, ""tau2"": 13.151453}"
2024-09-24,0.590843,2.983054,-1.29675,6.379268,1.191099,12.951834,"{""date"": ""2024-09-24"", ""period"": ""24 Sep 2024"", ""beta0"": 0.590843, ""beta1"": 2.983054, ""beta2"": -1.29675, ""beta3"": 6.379268, ""tau1"": 1.191099, ""tau2"": 12.951834}"
2024-09-25,0.586664,2.980605,-0.650818,6.331056,0.975387,13.093653,"{""date"": ""2024-09-25"", ""period"": ""25 Sep 2024"", ""beta0"": 0.586664, ""beta1"": 2.980605, ""beta2"": -0.650818, ""beta3"": 6.331056, ""tau1"": 0.975387, ""tau2"": 13.093653}"
2024-09-26,0.594642,2.95805,-0.776326,6.212298,0.966164,13.118824,"{""date"": ""2024-09-26"", ""period"": ""26 Sep 2024"", ""beta0"": 0.594642, ""beta1"": 2.95805, ""beta2"": -0.776326, ""beta3"": 6.212298, ""tau1"": 0.966164, ""tau2"": 13.118824}"
2024-09-27,0.619358,2.961733,-0.541049,6.076197,0.833768,12.867828,"{""date"": ""2024-09-27"", ""period"": ""27 Sep 2024"", ""beta0"": 0.619358, ""beta1"": 2.961733, ""beta2"": -0.541049, ""beta3"": 6.076197, ""tau1"": 0.833768, ""tau2"": 12.867828}"
2024-09-30,0.565956,2.903424,-0.731061,6.213168,0.999355,13.029577,"{""date"": ""2024-09-30"", ""period"": ""30 Sep 2024"", ""beta0"": 0.565956, ""beta1"": 2.903424, ""beta2"": -0.731061, ""beta3"": 6.213168, ""tau1"": 0.999355, ""tau2"": 13.029577}"
2024-10-01,0.545046,2.889661,1.23682,5.99939,0.500029,13.222843,"{""date"": ""2024-10-01"", ""period"": ""01 Oct 2024"", ""beta0"": 0.545046, ""beta1"": 2.889661, ""beta2"": 1.23682, ""beta3"": 5.99939, ""tau1"": 0.500029, ""tau2"": 13.222843}"
2024-10-02,0.553556,2.917509,-0.784681,6.255477,0.980503,12.969661,"{""date"": ""2024-10-02"", ""period"": ""02 Oct 2024"", ""beta0"": 0.553556, ""beta1"": 2.917509, ""beta2"": -0.784681, ""beta3"": 6.255477, ""tau1"": 0.980503, ""tau2"": 12.969661}"
2024-10-03,0.570707,2.951211,0.40085,6.301503,0.631413,12.490281,"{""date"": ""2024-10-03"", ""period"": ""03 Oct 2024"", ""beta0"": 0.570707, ""beta1"": 2.951211, ""beta2"": 0.40085, ""beta3"": 6.301503, ""tau1"": 0.631413, ""tau2"": 12.490281}"
2024-10-04,0.562143,2.853867,-0.084846,6.367669,0.859654,12.512877,"{""date"": ""2024-10-04"", ""period"": ""04 Oct 2024"", ""beta0"": 0.562143, ""beta1"": 2.853867, ""beta2"": -0.084846, ""beta3"": 6.367669, ""tau1"": 0.859654, ""tau2"": 12.512877}"
2024-10-07,0.594579,2.723796,-0.069097,6.381672,0.936082,12.504573,"{""date"": ""2024-10-07"", ""period"": ""07 Oct 2024"", ""beta0"": 0.594579, ""beta1"": 2.723796, ""beta2"": -0.069097, ""beta3"": 6.381672, ""tau1"": 0.936082, ""tau2"": 12.504573}"
2024-10-08,0.589636,2.724915,-0.065369,6.442075,0.96091,12.601667,"{""date"": ""2024-10-08"", ""period"": ""08 Oct 2024"", ""beta0"": 0.589636, ""beta1"": 2.724915, ""beta2"": -0.065369, ""beta3"": 6.442075, ""tau1"": 0.96091, ""tau2"": 12.601667}"
2024-10-09,0.595115,2.709868,-0.420896,6.368401,1.10249,12.538848,"{""date"": ""2024-10-09"", ""period"": ""09 Oct 2024"", ""beta0"": 0.595115, ""beta1"": 2.709868, ""beta2"": -0.420896, ""beta3"": 6.368401, ""tau1"": 1.10249, ""tau2"": 12.538848}"
2024-10-10,0.585979,2.708887,-0.057109,6.446596,0.984521,12.592112,"{""date"": ""2024-10-10"", ""period"": ""10 Oct 2024"", ""beta0"": 0.585979, ""beta1"": 2.708887, ""beta2"": -0.057109, ""beta3"": 6.446596, ""tau1"": 0.984521, ""tau2"": 12.592112}"
2024-10-11,0.610873,2.679707,-0.292491,6.449003,1.055554,12.42106,"{""date"": ""2024-10-11"", ""period"": ""11 Oct 2024"", ""beta0"": 0.610873, ""beta1"": 2.679707, ""beta2"": -0.292491, ""beta3"": 6.449003, ""tau1"": 1.055554, ""tau2"": 12.42106}"
2024-10-14,0.682164,2.594064,-0.698418,6.222291,1.178753,12.253693,"{""date"": ""2024-10-14"", ""period"": ""14 Oct 2024"", ""beta0"": 0.682164, ""beta1"": 2.594064, ""beta2"": -0.698418, ""beta3"": 6.222291, ""tau1"": 1.178753, ""tau2"": 12.253693}"
2024-10-15,0.7067,2.642135,0.146489,5.969397,0.81126,12.859065,"{""date"": ""2024-10-15"", ""period"": ""15 Oct 2024"", ""beta0"": 0.7067, ""beta1"": 2.642135, ""beta2"": 0.146489, ""beta3"": 5.969397, ""tau1"": 0.81126, ""tau2"": 12.859065}"
2024-10-16,0.703972,2.645107,-0.570198,5.811828,1.026416,12.809139,"{""date"": ""2024-10-16"", ""period"": ""16 Oct 2024"", ""beta0"": 0.703972, ""beta1"": 2.645107, ""beta2"": -0.570198, ""beta3"": 5.811828, ""tau1"": 1.026416, ""tau2"": 12.809139}"
2024-10-17,0.698615,2.630022,-0.591433,5.975226,1.030526,12.8982,"{""date"": ""2024-10-17"", ""period"": ""17 Oct 2024"", ""beta0"": 0.698615, ""beta1"": 2.630022, ""beta2"": -0.591433, ""beta3"": 5.975226, ""tau1"": 1.030526, ""tau2"": 12.8982}"
2024-10-18,0.704133,2.638079,-0.517003,5.937307,0.90693,12.879118,"{""date"": ""2024-10-18"", ""period"": ""18 Oct 2024"", ""beta0"": 0.704133, ""beta1"": 2.638079, ""beta2"": -0.517003, ""beta3"": 5.937307, ""tau1"": 0.90693, ""tau2"": 12.879118}"
2024-10-21,0.661832,2.569557,0.041071,6.318013,0.871481,12.807125,"{""date"": ""2024-10-21"", ""period"": ""21 Oct 2024"", ""beta0"": 0.661832, ""beta1"": 2.569557, ""beta2"": 0.041071, ""beta3"": 6.318013, ""tau1"": 0.871481, ""tau2"": 12.807125}"
2024-10-22,0.59349,2.551581,0.069763,6.61251,0.927987,12.775925,"{""date"": ""2024-10-22"", ""period"": ""22 Oct 2024"", ""beta0"": 0.59349, ""beta1"": 2.551581, ""beta2"": 0.069763, ""beta3"": 6.61251, ""tau1"": 0.927987, ""tau2"": 12.775925}"
2024-10-23,0.682132,2.494677,-0.002102,6.496649,0.817573,12.578891,"{""date"": ""2024-10-23"", ""period"": ""23 Oct 2024"", ""beta0"": 0.682132, ""beta1"": 2.494677, ""beta2"": -0.002102, ""beta3"": 6.496649, ""tau1"": 0.817573, ""tau2"": 12.578891}"
2024-10-24,0.691035,2.485643,-0.106063,6.260207,0.854561,12.8194,"{""date"": ""2024-10-24"", ""period"": ""24 Oct 2024"", ""beta0"": 0.691035, ""beta1"": 2.485643, ""beta2"": -0.106063, ""beta3"": 6.260207, ""tau1"": 0.854561, ""tau2"": 12.8194}"
2024-10-25,0.737906,2.440579,-0.00551,6.112524,0.820322,12.521402,"{""date"": ""2024-10-25"", ""period"": ""25 Oct 2024"", ""beta0"": 0.737906, ""beta1"": 2.440579, ""beta2"": -0.00551, ""beta3"": 6.112524, ""tau1"": 0.820322, ""tau2"": 12.521402}"
2024-10-28,0.803501,2.380805,-0.205351,5.879662,0.808359,12.563653,"{""date"": ""2024-10-28"", ""period"": ""28 Oct 2024"", ""beta0"": 0.803501, ""beta1"": 2.380805, ""beta2"": -0.205351, ""beta3"": 5.879662, ""tau1"": 0.808359, ""tau2"": 12.563653}"
2024-10-29,0.852075,2.253565,0.03575,5.855255,0.771645,12.411686,"{""date"": ""2024-10-29"", ""period"": ""29 Oct 2024"", ""beta0"": 0.852075, ""beta1"": 2.253565, ""beta2"": 0.03575, ""beta3"": 5.855255, ""tau1"": 0.771645, ""tau2"": 12.411686}"
2024-10-30,1.006032,2.082925,-0.019164,5.36445,0.802142,12.140713,"{""date"": ""2024-10-30"", ""period"": ""30 Oct 2024"", ""beta0"": 1.006032, ""beta1"": 2.082925, ""beta2"": -0.019164, ""beta3"": 5.36445, ""tau1"": 0.802142, ""tau2"": 12.140713}"
2024-10-31,1.01165,2.088227,-0.024718,5.349761,0.88397,11.583158,"{""date"": ""2024-10-31"", ""period"": ""31 Oct 2024"", ""beta0"": 1.01165, ""beta1"": 2.088227, ""beta2"": -0.024718, ""beta3"": 5.349761, ""tau1"": 0.88397, ""tau2"": 11.583158}"
2024-11-01,0.975336,2.079674,-0.063567,5.460997,0.893017,11.958071,"{""date"": ""2024-11-01"", ""period"": ""01 Nov 2024"", ""beta0"": 0.975336, ""beta1"": 2.079674, ""beta2"": -0.063567, ""beta3"": 5.460997, ""tau1"": 0.893017, ""tau2"": 11.958071}"
2024-11-04,1.010544,2.054361,-0.353968,5.237459,1.042319,11.577213,"{""date"": ""2024-11-04"", ""period"": ""04 Nov 2024"", ""beta0"": 1.010544, ""beta1"": 2.054361, ""beta2"": -0.353968, ""beta3"": 5.237459, ""tau1"": 1.042319, ""tau2"": 11.577213}"
2024-11-05,1.022854,2.07546,-0.365465,5.245826,1.017509,11.575685,"{""date"": ""2024-11-05"", ""period"": ""05 Nov 2024"", ""beta0"": 1.022854, ""beta1"": 2.07546, ""beta2"": -0.365465, ""beta3"": 5.245826, ""tau1"": 1.017509, ""tau2"": 11.575685}"
2024-11-06,1.017736,2.032726,-0.611351,5.468558,1.04379,11.787566,"{""date"": ""2024-11-06"", ""period"": ""06 Nov 2024"", ""beta0"": 1.017736, ""beta1"": 2.032726, ""beta2"": -0.611351, ""beta3"": 5.468558, ""tau1"": 1.04379, ""tau2"": 11.787566}"
2024-11-07,1.03003,2.052548,-0.630066,5.484656,1.020506,11.793951,"{""date"": ""2024-11-07"", ""period"": ""07 Nov 2024"", ""beta0"": 1.03003, ""beta1"": 2.052548, ""beta2"": -0.630066, ""beta3"": 5.484656, ""tau1"": 1.020506, ""tau2"": 11.793951}"
2024-11-08,1.021519,2.066635,-0.566483,5.283125,1.003601,11.818364,"{""date"": ""2024-11-08"", ""period"": ""08 Nov 2024"", ""beta0"": 1.021519, ""beta1"": 2.066635, ""beta2"": -0.566483, ""beta3"": 5.283125, ""tau1"": 1.003601, ""tau2"": 11.818364}"
2024-11-11,1.044448,2.143745,-0.926988,5.131055,1.010526,11.544179,"{""date"": ""2024-11-11"", ""period"": ""11 Nov 2024"", ""beta0"": 1.044448, ""beta1"": 2.143745, ""beta2"": -0.926988, ""beta3"": 5.131055, ""tau1"": 1.010526, ""tau2"": 11.544179}"
2024-11-12,1.054581,2.158208,-1.103133,4.959863,1.007465,10.848754,"{""date"": ""2024-11-12"", ""period"": ""12 Nov 2024"", ""beta0"": 1.054581, ""beta1"": 2.158208, ""beta2"": -1.103133, ""beta3"": 4.959863, ""tau1"": 1.007465, ""tau2"": 10.848754}"
2024-11-13,1.051183,2.173858,-0.931783,5.068855,0.942212,10.638368,"{""date"": ""2024-11-13"", ""period"": ""13 Nov 2024"", ""beta0"": 1.051183, ""beta1"": 2.173858, ""beta2"": -0.931783, ""beta3"": 5.068855, ""tau1"": 0.942212, ""tau2"": 10.638368}"
2024-11-14,1.045955,2.16839,-0.653088,5.074958,0.808038,11.177595,"{""date"": ""2024-11-14"", ""period"": ""14 Nov 2024"", ""beta0"": 1.045955, ""beta1"": 2.16839, ""beta2"": -0.653088, ""beta3"": 5.074958, ""tau1"": 0.808038, ""tau2"": 11.177595}"
2024-11-15,1.056619,2.146852,-0.128682,5.092856,0.655038,11.474123,"{""date"": ""2024-11-15"", ""period"": ""15 Nov 2024"", ""beta0"": 1.056619, ""beta1"": 2.146852, ""beta2"": -0.128682, ""beta3"": 5.092856, ""tau1"": 0.655038, ""tau2"": 11.474123}"
2024-11-18,1.04965,2.123557,-0.01869,5.132058,0.695185,11.476847,"{""date"": ""2024-11-18"", ""period"": ""18 Nov 2024"", ""beta0"": 1.04965, ""beta1"": 2.123557, ""beta2"": -0.01869, ""beta3"": 5.132058, ""tau1"": 0.695185, ""tau2"": 11.476847}"
2024-11-19,1.014523,2.094096,-0.581459,5.122311,0.928153,11.476134,"{""date"": ""2024-11-19"", ""period"": ""19 Nov 2024"", ""beta0"": 1.014523, ""beta1"": 2.094096, ""beta2"": -0.581459, ""beta3"": 5.122311, ""tau1"": 0.928153, ""tau2"": 11.476134}"
2024-11-20,1.016828,2.106177,-0.47765,5.146055,0.864724,11.323973,"{""date"": ""2024-11-20"", ""period"": ""20 Nov 2024"", ""beta0"": 1.016828, ""beta1"": 2.106177, ""beta2"": -0.47765, ""beta3"": 5.146055, ""tau1"": 0.864724, ""tau2"": 11.323973}"
2024-11-21,1.016704,2.093253,-0.801688,5.050552,0.981091,11.531441,"{""date"": ""2024-11-21"", ""period"": ""21 Nov 2024"", ""beta0"": 1.016704, ""beta1"": 2.093253, ""beta2"": -0.801688, ""beta3"": 5.050552, ""tau1"": 0.981091, ""tau2"": 11.531441}"
2024-11-22,1.02198,2.087352,-0.229451,4.976789,0.667171,12.070521,"{""date"": ""2024-11-22"", ""period"": ""22 Nov 2024"", ""beta0"": 1.02198, ""beta1"": 2.087352, ""beta2"": -0.229451, ""beta3"": 4.976789, ""tau1"": 0.667171, ""tau2"": 12.070521}"
2024-11-25,1.006432,2.077278,-0.718678,4.743669,0.857828,11.542605,"{""date"": ""2024-11-25"", ""period"": ""25 Nov 2024"", ""beta0"": 1.006432, ""beta1"": 2.077278, ""beta2"": -0.718678, ""beta3"": 4.743669, ""tau1"": 0.857828, ""tau2"": 11.542605}"
2024-11-26,0.971238,2.048195,0.181788,4.805706,0.634515,11.705415,"{""date"": ""2024-11-26"", ""period"": ""26 Nov 2024"", ""beta0"": 0.971238, ""beta1"": 2.048195, ""beta2"": 0.181788, ""beta3"": 4.805706, ""tau1"": 0.634515, ""tau2"": 11.705415}"
2024-11-27,0.992447,2.041826,-0.781678,4.561009,0.982192,11.281037,"{""date"": ""2024-11-27"", ""period"": ""27 Nov 2024"", ""beta0"": 0.992447, ""beta1"": 2.041826, ""beta2"": -0.781678, ""beta3"": 4.561009, ""tau1"": 0.982192, ""tau2"": 11.281037}"
2024-11-28,0.966267,2.05511,-0.435292,4.58251,0.84513,11.910266,"{""date"": ""2024-11-28"", ""period"": ""28 Nov 2024"", ""beta0"": 0.966267, ""beta1"": 2.05511, ""beta2"": -0.435292, ""beta3"": 4.58251, ""tau1"": 0.84513, ""tau2"": 11.910266}"
2024-11-29,0.970187,2.057765,-0.795456,4.459076,0.915352,11.728889,"{""date"": ""2024-11-29"", ""period"": ""29 Nov 2024"", ""beta0"": 0.970187, ""beta1"": 2.057765, ""beta2"": -0.795456, ""beta3"": 4.459076, ""tau1"": 0.915352, ""tau2"": 11.728889}"
2024-12-02,0.976023,2.056465,-1.335923,4.388159,1.094074,11.701711,"{""date"": ""2024-12-02"", ""period"": ""02 Dec 2024"", ""beta0"": 0.976023, ""beta1"": 2.056465, ""beta2"": -1.335923, ""beta3"": 4.388159, ""tau1"": 1.094074, ""tau2"": 11.701711}"
2024-12-03,0.976255,2.041271,-0.66772,4.243144,0.8369,12.036948,"{""date"": ""2024-12-03"", ""period"": ""03 Dec 2024"", ""beta0"": 0.976255, ""beta1"": 2.041271, ""beta2"": -0.66772, ""beta3"": 4.243144, ""tau1"": 0.8369, ""tau2"": 12.036948}"
2024-12-04,0.986445,2.080034,-0.263581,4.324879,0.677532,12.078403,"{""date"": ""2024-12-04"", ""period"": ""04 Dec 2024"", ""beta0"": 0.986445, ""beta1"": 2.080034, ""beta2"": -0.263581, ""beta3"": 4.324879, ""tau1"": 0.677532, ""tau2"": 12.078403}"
2024-12-05,0.969089,2.037815,-0.327387,4.397217,0.80214,11.621995,"{""date"": ""2024-12-05"", ""period"": ""05 Dec 2024"", ""beta0"": 0.969089, ""beta1"": 2.037815, ""beta2"": -0.327387, ""beta3"": 4.397217, ""tau1"": 0.80214, ""tau2"": 11.621995}"
2024-12-06,0.95666,1.986522,-0.300114,4.392293,0.858529,12.201321,"{""date"": ""2024-12-06"", ""period"": ""06 Dec 2024"", ""beta0"": 0.95666, ""beta1"": 1.986522, ""beta2"": -0.300114, ""beta3"": 4.392293, ""tau1"": 0.858529, ""tau2"": 12.201321}"
2024-12-09,0.938676,1.959132,-0.709409,4.551009,1.057812,11.910701,"{""date"": ""2024-12-09"", ""period"": ""09 Dec 2024"", ""beta0"": 0.938676, ""beta1"": 1.959132, ""beta2"": -0.709409, ""beta3"": 4.551009, ""tau1"": 1.057812, ""tau2"": 11.910701}"
2024-12-10,0.877903,1.889613,-1.50176,4.924889,1.642269,10.969134,"{""date"": ""2024-12-10"", ""period"": ""10 Dec 2024"", ""beta0"": 0.877903, ""beta1"": 1.889613, ""beta2"": -1.50176, ""beta3"": 4.924889, ""tau1"": 1.642269, ""tau2"": 10.969134}"
2024-12-11,0.874879,1.907114,-1.367821,4.959694,1.467426,11.160983,"{""date"": ""2024-12-11"", ""period"": ""11 Dec 2024"", ""beta0"": 0.874879, ""beta1"": 1.907114, ""beta2"": -1.367821, ""beta3"": 4.959694, ""tau1"": 1.467426, ""tau2"": 11.160983}"
2024-12-12,0.850515,1.898943,-0.151137,5.13991,0.933345,12.160682,"{""date"": ""2024-12-12"", ""period"": ""12 Dec 2024"", ""beta0"": 0.850515, ""beta1"": 1.898943, ""beta2"": -0.151137, ""beta3"": 5.13991, ""tau1"": 0.933345, ""tau2"": 12.160682}"
2024-12-13,0.850182,1.887737,-1.17457,5.388968,1.525848,10.968792,"{""date"": ""2024-12-13"", ""period"": ""13 Dec 2024"", ""beta0"": 0.850182, ""beta1"": 1.887737, ""beta2"": -1.17457, ""beta3"": 5.388968, ""tau1"": 1.525848, ""tau2"": 10.968792}"
2024-12-16,0.808859,1.826973,-1.336848,5.595741,1.796185,10.835005,"{""date"": ""2024-12-16"", ""period"": ""16 Dec 2024"", ""beta0"": 0.808859, ""beta1"": 1.826973, ""beta2"": -1.336848, ""beta3"": 5.595741, ""tau1"": 1.796185, ""tau2"": 10.835005}"
2024-12-17,0.830314,1.831635,-0.851059,5.349815,1.416661,11.268359,"{""date"": ""2024-12-17"", ""period"": ""17 Dec 2024"", ""beta0"": 0.830314, ""beta1"": 1.831635, ""beta2"": -0.851059, ""beta3"": 5.349815, ""tau1"": 1.416661, ""tau2"": 11.268359}"
2024-12-18,0.887564,1.906671,-0.633122,5.239744,1.073557,11.294907,"{""date"": ""2024-12-18"", ""period"": ""18 Dec 2024"", ""beta0"": 0.887564, ""beta1"": 1.906671, ""beta2"": -0.633122, ""beta3"": 5.239744, ""tau1"": 1.073557, ""tau2"": 11.294907}"
2024-12-19,0.90756,1.912611,-0.334797,5.369207,0.917484,11.188184,"{""date"": ""2024-12-19"", ""period"": ""19 Dec 2024"", ""beta0"": 0.90756, ""beta1"": 1.912611, ""beta2"": -0.334797, ""beta3"": 5.369207, ""tau1"": 0.917484, ""tau2"": 11.188184}"
2024-12-20,0.931059,1.932768,-0.659368,5.267261,0.955714,11.291386,"{""date"": ""2024-12-20"", ""period"": ""20 Dec 2024"", ""beta0"": 0.931059, ""beta1"": 1.932768, ""beta2"": -0.659368, ""beta3"": 5.267261, ""tau1"": 0.955714, ""tau2"": 11.291386}"
2024-12-23,0.939506,1.933399,-0.488558,5.281395,0.91004,11.181443,"{""date"": ""2024-12-23"", ""period"": ""23 Dec 2024"", ""beta0"": 0.939506, ""beta1"": 1.933399, ""beta2"": -0.488558, ""beta3"": 5.281395, ""tau1"": 0.91004, ""tau2"": 11.181443}"
2024-12-24,0.945914,1.970897,-0.423723,5.26005,0.855021,11.157284,"{""date"": ""2024-12-24"", ""period"": ""24 Dec 2024"", ""beta0"": 0.945914, ""beta1"": 1.970897, ""beta2"": -0.423723, ""beta3"": 5.26005, ""tau1"": 0.855021, ""tau2"": 11.157284}"
2024-12-27,1.1111,1.83002,-0.200764,4.827852,0.650045,11.226826,"{""date"": ""2024-12-27"", ""period"": ""27 Dec 2024"", ""beta0"": 1.1111, ""beta1"": 1.83002, ""beta2"": -0.200764, ""beta3"": 4.827852, ""tau1"": 0.650045, ""tau2"": 11.226826}"
2024-12-30,1.051935,1.755666,-0.249433,5.089973,0.773441,11.263171,"{""date"": ""2024-12-30"", ""period"": ""30 Dec 2024"", ""beta0"": 1.051935, ""beta1"": 1.755666, ""beta2"": -0.249433, ""beta3"": 5.089973, ""tau1"": 0.773441, ""tau2"": 11.263171}"
2025-01-02,1.046526,1.794567,-0.473819,5.10081,0.869995,11.455704,"{""date"": ""2025-01-02"", ""period"": ""02 Jan 2025"", ""beta0"": 1.046526, ""beta1"": 1.794567, ""beta2"": -0.473819, ""beta3"": 5.10081, ""tau1"": 0.869995, ""tau2"": 11.455704}"
2025-01-03,0.958242,1.784326,-0.394172,5.494836,1.083791,11.261539,"{""date"": ""2025-01-03"", ""period"": ""03 Jan 2025"", ""beta0"": 0.958242, ""beta1"": 1.784326, ""beta2"": -0.394172, ""beta3"": 5.494836, ""tau1"": 1.083791, ""tau2"": 11.261539}"
2025-01-06,1.004247,1.787361,-0.373428,5.482907,1.121073,11.253559,"{""date"": ""2025-01-06"", ""period"": ""06 Jan 2025"", ""beta0"": 1.004247, ""beta1"": 1.787361, ""beta2"": -0.373428, ""beta3"": 5.482907, ""tau1"": 1.121073, ""tau2"": 11.253559}"
2025-01-07,1.049085,1.846286,-0.060322,5.403715,0.742177,11.098533,"{""date"": ""2025-01-07"", ""period"": ""07 Jan 2025"", ""beta0"": 1.049085, ""beta1"": 1.846286, ""beta2"": -0.060322, ""beta3"": 5.403715, ""tau1"": 0.742177, ""tau2"": 11.098533}"
2025-01-08,1.036488,1.841238,0.820159,5.694976,0.523964,11.286951,"{""date"": ""2025-01-08"", ""period"": ""08 Jan 2025"", ""beta0"": 1.036488, ""beta1"": 1.841238, ""beta2"": 0.820159, ""beta3"": 5.694976, ""tau1"": 0.523964, ""tau2"": 11.286951}"
2025-01-09,1.026899,1.845441,-0.502475,5.73612,1.063128,11.170768,"{""date"": ""2025-01-09"", ""period"": ""09 Jan 2025"", ""beta0"": 1.026899, ""beta1"": 1.845441, ""beta2"": -0.502475, ""beta3"": 5.73612, ""tau1"": 1.063128, ""tau2"": 11.170768}"
2025-01-10,1.060941,1.744187,0.063018,5.727966,0.884473,11.327052,"{""date"": ""2025-01-10"", ""period"": ""10 Jan 2025"", ""beta0"": 1.060941, ""beta1"": 1.744187, ""beta2"": 0.063018, ""beta3"": 5.727966, ""tau1"": 0.884473, ""tau2"": 11.327052}"
2025-01-13,1.104329,1.707141,0.033176,5.644366,0.895239,11.197798,"{""date"": ""2025-01-13"", ""period"": ""13 Jan 2025"", ""beta0"": 1.104329, ""beta1"": 1.707141, ""beta2"": 0.033176, ""beta3"": 5.644366, ""tau1"": 0.895239, ""tau2"": 11.197798}"
2025-01-14,1.215395,1.536467,-0.052923,5.43538,0.952205,11.329055,"{""date"": ""2025-01-14"", ""period"": ""14 Jan 2025"", ""beta0"": 1.215395, ""beta1"": 1.536467, ""beta2"": -0.052923, ""beta3"": 5.43538, ""tau1"": 0.952205, ""tau2"": 11.329055}"
2025-01-15,1.227169,1.515278,-0.73778,5.192421,1.334052,11.369336,"{""date"": ""2025-01-15"", ""period"": ""15 Jan 2025"", ""beta0"": 1.227169, ""beta1"": 1.515278, ""beta2"": -0.73778, ""beta3"": 5.192421, ""tau1"": 1.334052, ""tau2"": 11.369336}"
2025-01-16,1.226986,1.462305,-1.201835,5.391936,1.857865,10.856337,"{""date"": ""2025-01-16"", ""period"": ""16 Jan 2025"", ""beta0"": 1.226986, ""beta1"": 1.462305, ""beta2"": -1.201835, ""beta3"": 5.391936, ""tau1"": 1.857865, ""tau2"": 10.856337}"
2025-01-17,1.22553,1.477384,-1.493216,5.269419,1.987544,10.431433,"{""date"": ""2025-01-17"", ""period"": ""17 Jan 2025"", ""beta0"": 1.22553, ""beta1"": 1.477384, ""beta2"": -1.493216, ""beta3"": 5.269419, ""tau1"": 1.987544, ""tau2"": 10.431433}"
2025-01-20,1.230367,1.458879,-1.152416,5.190485,1.788467,11.125195,"{""date"": ""2025-01-20"", ""period"": ""20 Jan 2025"", ""beta0"": 1.230367, ""beta1"": 1.458879, ""beta2"": -1.152416, ""beta3"": 5.190485, ""tau1"": 1.788467, ""tau2"": 11.125195}"
2025-01-21,1.21681,1.473766,-0.975379,5.125851,1.547558,11.085117,"{""date"": ""2025-01-21"", ""period"": ""21 Jan 2025"", ""beta0"": 1.21681, ""beta1"": 1.473766, ""beta2"": -0.975379, ""beta3"": 5.125851, ""tau1"": 1.547558, ""tau2"": 11.085117}"
2025-01-22,1.21681,1.473766,-0.975379,5.125851,1.547558,11.085117,"{""date"": ""2025-01-22"", ""period"": ""22 Jan 2025"", ""beta0"": 1.21681, ""beta1"": 1.473766, ""beta2"": -0.975379, ""beta3"": 5.125851, ""tau1"": 1.547558, ""tau2"": 11.085117}"
2025-01-23,1.167693,1.441767,0.0075,5.289327,0.973527,11.631895,"{""date"": ""2025-01-23"", ""period"": ""23 Jan 2025"", ""beta0"": 1.167693, ""beta1"": 1.441767, ""beta2"": 0.0075, ""beta3"": 5.289327, ""tau1"": 0.973527, ""tau2"": 11.631895}"
2025-01-24,1.179407,1.437293,0.172613,5.315439,0.949377,11.547416,"{""date"": ""2025-01-24"", ""period"": ""24 Jan 2025"", ""beta0"": 1.179407, ""beta1"": 1.437293, ""beta2"": 0.172613, ""beta3"": 5.315439, ""tau1"": 0.949377, ""tau2"": 11.547416}"
2025-01-27,1.164691,1.439655,-0.623231,5.271927,1.526302,11.334106,"{""date"": ""2025-01-27"", ""period"": ""27 Jan 2025"", ""beta0"": 1.164691, ""beta1"": 1.439655, ""beta2"": -0.623231, ""beta3"": 5.271927, ""tau1"": 1.526302, ""tau2"": 11.334106}"
2025-01-28,1.110614,1.483092,-0.527869,5.463541,1.480063,11.272009,"{""date"": ""2025-01-28"", ""period"": ""28 Jan 2025"", ""beta0"": 1.110614, ""beta1"": 1.483092, ""beta2"": -0.527869, ""beta3"": 5.463541, ""tau1"": 1.480063, ""tau2"": 11.272009}"
2025-01-29,1.141972,1.46747,-0.03669,5.387137,1.05746,11.901771,"{""date"": ""2025-01-29"", ""period"": ""29 Jan 2025"", ""beta0"": 1.141972, ""beta1"": 1.46747, ""beta2"": -0.03669, ""beta3"": 5.387137, ""tau1"": 1.05746, ""tau2"": 11.901771}"
2025-01-30,1.108423,1.408804,0.074209,5.348541,0.941837,11.653156,"{""date"": ""2025-01-30"", ""period"": ""30 Jan 2025"", ""beta0"": 1.108423, ""beta1"": 1.408804, ""beta2"": 0.074209, ""beta3"": 5.348541, ""tau1"": 0.941837, ""tau2"": 11.653156}"
